title,link,institution,subject,level,prerequisites,language,videotranscript,associatedprograms,associatedskills
Herramientas para elAnálisis de Big Data,https://www.edx.org/learn/data-analysis/tecnologico-de-monterrey-herramientas-para-el-analisis-de-big-data,Tecnológico de Monterrey,Data Analysis & Statistics,Intermediate,Conocimientos sobre lenguajes de programación (deseable R o Python) y lenguajes para la manipulación de datos (SQL),Español,Español,Professional Certificate inCiencia de Datos,"Data Analysis, Big Data, Automation, Data Collection, Information Technology, Data Science, Cloud Computing, R (Programming Language), Communications, Business Intelligence, Python (Programming Language)"
Unlocking InformationSecurity I: FromCryptography to Buffer O…,https://www.edx.org/learn/information-security/tel-aviv-university-unlocking-information-security-i-from-cryptography-to-buffer-overflows,Tel Aviv UniversityIsraelX,Computer Science,Intermediate,"The course includes optional programming exercises that require familiarity with the Python programming language. While the course can be completed with great benefit without solving them, we highly recommend you give them a try.The course also assumes some mathematical maturity, including algebra, basic combinatorics, and probability.",English,None,Professional CertificateinUnlocking Information Security,None
Assembler Language,https://www.edx.org/learn/computer-programming/doane-university-assembler-language,Doane University,Computer Science,Intermediate,Knowledge and experience with a modern high-level programming language. A Windows 10 or later PC is recommended for running the simulator used in the course.,English,English,None,"Digital Logic, Digital Electronics, Assembly Language, Algorithms"
Cybersecurity: The CISO'sView,https://www.edx.org/learn/cybersecurity/university-of-washington-cybersecurity-the-ciso-s-view,University of Washington,Computer Science,Introductory,Curiosity and interest in cybersecurity,English,English,Professional CertificateinEssentials of Cybersecurity,"Cyber Operations, Cyber Security, Digital Systems, Leadership"
Globalization: Past andFuture,https://www.edx.org/learn/globalization/sdg-academy-globalization-past-and-future,SDG Academy,History,Introductory,None,English,None,None,"Finance, Sustainable Development, Lobbying, Economics, International Trade"
Urban Design for thePublic Good: DutchUrbanism,https://www.edx.org/learn/urban-planning/delft-university-of-technology-urban-design-for-the-public-good-dutch-urbanism,Delft University of Technology,Engineering,Introductory,"Basic hand drawing skills, familiarity with reading and interpreting maps.",English,None,None,"Planning, Sustainability, Spatial Analysis, Built Environment, Urban Planning, Urban Design"
Working in Teams: APractical Guide,https://www.edx.org/learn/teamwork/the-university-of-queensland-working-in-teams-a-practical-guide,The University of Queensland,Humanities,Introductory,None,English,English,None,"Communications, Teamwork"
Chartered BlockchainAnalyst - CBA®️ Level 1,https://www.edx.org/learn/blockchain/dec-institute-chartered-blockchain-analyst-cba-r-level-1,DEC Institute,Computer Science,Intermediate,None,English,English,None,"Economics, Higher Education, Blockchain, Public Service, Supply Chain, Technology Ecosystems, Experimentation"
Improving Supply ChainPerformance throughDemand Planning,https://www.edx.org/learn/supply-chain-management/international-supply-chain-education-alliance-improving-supply-chain-performance-through-demand-planning,International Supply Chain Educat…,Business & Management,Introductory,None,English,English,Professional CertificateinCertified Forecaster and Demand Planner (CFDP),"Leadership, Integrated Business Planning, Demand Planning, Sales Inventory And Operations Planning, Decision Making, Collaborative Planning Forecasting And Replenishment (CPFR), Supply Chain, Inventory Planning, Planning, Supply Chain Management"
Astrophysics: ExploringExoplanets,https://www.edx.org/learn/astrophysics/australian-national-university-astrophysics-exploring-exoplanets,Australian National University,Physics,Intermediate,High school mathematics and physics,English,English,XSeriesinAstrophysics,"Astrophysics, Physics, Legal Discovery, Solar Systems"
MLOps1 (Azure):Deploying AI & ML Modelsin Production using Micr…,https://www.edx.org/learn/azure/statistics-com-mlops1-azure-deploying-ai-ml-models-in-production-using-microsoft-azure-machine-learning,Statistics.com,Computer Science,Intermediate,"Predictive Analytics: Basic Modeling TechniquesParticipants should be comfortable working with Python in a cloud-based environment, and will gain maximum benefit if they have some familiarity with software development, including git, logging, testing, debugging, code optimization and security.",English,English,Professional CertificateinMachine Learning Operations with Microsoft Azure (MLOps with Azure),"Microsoft Azure, Return On Investment, Data Science, Data Engineering, Forecasting, Software Versioning, Operations, Machine Learning, Artificial Intelligence"
Fundamentals of AestheticDentistry,https://www.edx.org/learn/dentistry/university-of-hong-kong-fundamentals-of-aesthetic-dentistry,University of Hong Kong,Medicine,Introductory,None,English,English,None,"Cosmetic Dentistry, Dentistry, Lecturing, Photography, Natural Sounds, Demonstration Skills, Color Theory, Treatment Planning, Aesthetics"
ElectromagneticCompatibility Essentials,https://www.edx.org/learn/electricity/graz-university-of-technology-electromagnetic-compatibility-essentials,Graz University of Technology,Electronics,Intermediate,Graduation from high school and fundamental knowledge of electrical engineering. Completion of bachelor's level lectures equivalent to 6.002x (circuit analysis and electromagnetics) is very helpful.,English,English,None,"Lecturing, USB, Selling Techniques, Research, Electromagnetism, Electronic Engineering, Smartphone Operation, Basic Math, Bluetooth, Electromagnetic Interference And Compatibility (EMC/EMI)"
Tissue Biology,https://www.edx.org/learn/cellular-biology/the-university-of-queensland-tissue-biology,The University of Queensland,Medicine,Introductory,"A basic understanding of cell structure and function in animals.A broad knowledge of human body systems.Elementary level Biology.Completion of Specialized Cells is recommended, but not essential.",English,English,Professional Certificate inCell Physiology,"Cell Physiology, Coordinating, Biology"
SQL Concepts for DataEngineers,https://www.edx.org/learn/sql/ibm-sql-concepts-for-data-engineers,IBM,Data Analysis & Statistics,Intermediate,None,English,English,Professional CertificateinData Engineering FundamentalsProfessional CertificateinData EngineeringProfessional CertificateinData Warehouse Engineering,"Nested Queries, Stored Procedure, Data Science, SQL (Programming Language)"
Leer y escribir en launiversidad,https://www.edx.org/learn/writing/universidad-del-rosario-leer-y-escribir-en-la-universidad,Universidad del Rosario,Communication,Introductory,None,Español,Español,None,"Academic Writing, Literacy, Writing"
Applied anatomy of thelocomotor system,https://www.edx.org/learn/human-biology/universita-degli-studi-di-napoli-federico-ii-applied-anatomy-of-the-locomotor-system,Università degli Studi di Napoli Fe…,Medicine,Intermediate,None,English,English,None,"Orthopedics, Sports Medicine, Rehabilitation, Physical Education, Pathology, Physical Therapy, Clinical Research, Exercise Science, Anatomy"
Data Literacy Foundations,https://www.edx.org/learn/data-analysis/rochester-institute-of-technology-data-literacy-foundations,Rochester Institute of Technology,Data Analysis & Statistics,Intermediate,None,English,English,Professional Certificate inData Analysis for Decision-Making,"Data Analysis, Data Literacy, Data-Driven Decision-Making, Critical Thinking"
Customer Success:Conociendo al Cliente,https://www.edx.org/learn/customer-relationship-management/universidades-anahuac-customer-success-conociendo-al-cliente,Universidades Anáhuac,Business & Management,Introductory,None,Español,Español,Professional Certificate inMarketing Digital y Estrategias Digitales Empresariales,"Marketing, Sales, Customer Lifecycle Management, Management, Leadership, Sales Process, Customer Success Management, Customer Service, Negotiation, Customer Retention"
Introduction toMathematics for Financeand Business,https://www.edx.org/learn/finance/tecnologico-de-monterrey-introduction-to-mathematics-for-finance-and-business,Tecnológico de Monterrey,Language,Advanced,Bachelor's degree,Español,English,Professional Certificate inEssential quantitative business skills,"R (Programming Language), Simulations, Python (Programming Language), Mathematical Optimization, MATLAB, Finance, Algorithms, Mathematical Modeling, Forecasting, Basic Math"
The Conquest of Space:Space Exploration andRocket Science,https://www.edx.org/learn/space/universidad-carlos-iii-de-madrid-the-conquest-of-space-space-exploration-and-rocket-science,Universidad Carlos III de Madrid,Engineering,Introductory,High-school mathematics and physics,English,English,None,"Spacecraft Propulsion, Space Exploration, Cooperation"
