title,link,duration,instructor,students
Create Coloring Books in PowerPoint | How to Design Coloring Pages in PowerPoint,https://www.skillshare.com/en/classes/Create-Coloring-Books-in-PowerPoint-How-to-Design-Coloring-Pages-in-PowerPoint/1233766522,1h 45m,Rebecca Livermore,286 students
Watercolor Fabric Swatches,https://www.skillshare.com/en/classes/Watercolor-Fabric-Swatches/1215515805,1h 3m,Chris V,579 students
How to DJ - Advanced DJ Mixing,https://www.skillshare.com/en/classes/How-to-DJ-Advanced-DJ-Mixing/502571866,1h 1m,Bryn Jones,694 students
Create a Range of Circle Patterns in Adobe Photoshop - A Graphic Design for Lunch™ class,https://www.skillshare.com/en/classes/Create-a-Range-of-Circle-Patterns-in-Adobe-Photoshop-A-Graphic-Design-for-Lunch%E2%84%A2-class/844639370,1h 26m,Helen Bradley,335 students
Hand-Drawn Animation: Character Animation!,https://www.skillshare.com/en/classes/Hand-Drawn-Animation-Character-Animation/2060831388,1h 2m,Isaac Ramos,"1,480 students"
Vector Textures: Create Your Own Grunge Textures,https://www.skillshare.com/en/classes/Vector-Textures-Create-Your-Own-Grunge-Textures/487588061,12m,Jeremy Mura,933 students
The Magical Wonder: Learn How to Perform Magic with Sponge Balls,https://www.skillshare.com/en/classes/The-Magical-Wonder-Learn-How-to-Perform-Magic-with-Sponge-Balls/273636138,41m,Elisav Bizau,203 students
Character Illustration: Give Personality to Your Characters,https://www.skillshare.com/en/classes/Character-Illustration-Give-Personality-to-Your-Characters/940915368,17m,Gabriela Benke,"1,026 students"
Start publishing on Medium.com,https://www.skillshare.com/en/classes/Start-publishing-on-Medium-com/700932712,36m,Peter Edwards,596 students
Watercolor Dog Portrait: A Step-by-Step Guide to Capturing A Pet’s Personality with Brush and Paint,https://www.skillshare.com/en/classes/Watercolor-Dog-Portrait-A-Step-by-Step-Guide-to-Capturing-A-Pet%E2%80%99s-Personality-with-Brush-and-Paint/855464918,1h 22m,Will Elliston,395 students
"Shoot video with manual settings! ISO, Shutter Speed & Aperture Explained!",https://www.skillshare.com/en/classes/Shoot-video-with-manual-settings-ISO-Shutter-Speed-Aperture-Explained/609702015,16m,Joey Bettenbroek,558 students
Music Theory,https://www.skillshare.com/en/classes/Music-Theory/948192400,4h 17m,Jonathan Peters,492 students
Mastering Fujifilm Camera Menus (Featuring the X100V),https://www.skillshare.com/en/classes/Mastering-Fujifilm-Camera-Menus-Featuring-the-X100V/225302186,2h 14m,Josh Chard,357 students
PROCREATE: How to start drawing with it,https://www.skillshare.com/en/classes/PROCREATE-How-to-start-drawing-with-it/1034885186,1h 4m,Damien Barban,303 students
"Sculpting Big: Wall Installation | Air-Dry Clay, Epoxy Clay, Cold Porcelain, Paper",https://www.skillshare.com/en/classes/Sculpting-Big-Wall-Installation-Air-Dry-Clay-Epoxy-Clay-Cold-Porcelain-Paper/1606162146,1h 7m,Stephanie Kilgast,473 students
"Drawing Expressive Characters - Any Style, Any Level",https://www.skillshare.com/en/classes/Drawing-Expressive-Characters-Any-Style-Any-Level/1239012634,35m,Andreas Provoost,588 students
Beginner Colour / Color Theory - Painting With Colour Temperature,https://www.skillshare.com/en/classes/Beginner-Colour-Color-Theory-Painting-With-Colour-Temperature/1002850957,48m,JW Learning,380 students
"Draw, Paint, Draw - A Landscape in Mixed Media with Water Soluble Crayon",https://www.skillshare.com/en/classes/Draw-Paint-Draw-A-Landscape-in-Mixed-Media-with-Water-Soluble-Crayon/2002950491,49m,Dena Adams,444 students
Make Your First Beat Today in FL Studio 20  | Music Production,https://www.skillshare.com/en/classes/Make-Your-First-Beat-Today-in-FL-Studio-20-Music-Production/600808579,2h 20m,Sabelo September,599 students
Easy Watercolor Rose For Beginners- One Layer Technique,https://www.skillshare.com/en/classes/Easy-Watercolor-Rose-For-Beginners-One-Layer-Technique/6779064,56m,Bianca Rayala,407 students
Rigging and Animating Vectors in Moho Pro,https://www.skillshare.com/en/classes/Rigging-and-Animating-Vectors-in-Moho-Pro/351003736,5h 49m,Chad Troftgruben,179 students
Scrapbook Paper Designs with Displacement Maps in Photoshop - A Graphic Design for Lunch™ Class,https://www.skillshare.com/en/classes/Scrapbook-Paper-Designs-with-Displacement-Maps-in-Photoshop-A-Graphic-Design-for-Lunch%E2%84%A2-Class/1267112145,35m,Helen Bradley,399 students
Grow your Side Hustle; Branding & Design for your Squarespace website,https://www.skillshare.com/en/classes/Grow-your-Side-Hustle-Branding-Design-for-your-Squarespace-website/784563238,1h 0m,Rosanna Costello,590 students
Paint Pouring : Getting More Cells in your Fluid Acrylic Pour!,https://www.skillshare.com/en/classes/Paint-Pouring-Getting-More-Cells-in-your-Fluid-Acrylic-Pour/574207044,30m,Brenda Dunn,337 students
Three Point Perspective Made Easy for Urban Sketchers,https://www.skillshare.com/en/classes/Three-Point-Perspective-Made-Easy-for-Urban-Sketchers/1051131247,1h 8m,Toby Haseler,182 students
Master Adobe Premiere Pro Audio Editing: A Comprehensive Masterclass Course,https://www.skillshare.com/en/classes/Master-Adobe-Premiere-Pro-Audio-Editing-A-Comprehensive-Masterclass-Course/1252318726,2h 42m,VINOD KJ,743 students
Everyone Can Paint! 5 Watercolor Painting Ideas (that will go on your wall!),https://www.skillshare.com/en/classes/Everyone-Can-Paint-5-Watercolor-Painting-Ideas-that-will-go-on-your-wall/1375535324,7h 29m,Fatih Mıstaçoğlu,553 students
Create a Glitch Text Artwork using Photoshop,https://www.skillshare.com/en/classes/Create-a-Glitch-Text-Artwork-using-Photoshop/1456638079,21m,Klarens Malluta,696 students
Talking to Strangers: An Introduction to User Interviews,https://www.skillshare.com/en/classes/Talking-to-Strangers-An-Introduction-to-User-Interviews/528630630,24m,Jason Yuan,869 students
Gouache Landscapes: Episode 3 - Waterfall,https://www.skillshare.com/en/classes/Gouache-Landscapes-Episode-3-Waterfall/403146544,15m,Sarah Burns,517 students
Urban Sketching with Gouache | Turquoise House by the Pool,https://www.skillshare.com/en/classes/Urban-Sketching-with-Gouache-Turquoise-House-by-the-Pool/1943547177,1h 15m,Julia Henze,404 students
Live Encore: Designing Digital Art With Meaning,https://www.skillshare.com/en/classes/Live-Encore-Designing-Digital-Art-With-Meaning/408588597,56m,Jennet Liaw,509 students
Web 101:: HTML for the New to Code,https://www.skillshare.com/en/classes/Web-101-HTML-for-the-New-to-Code/1098680028,30m,Cookie Redding,515 students
"Tanjore, Thanjavur painting Indian Traditional Illustration : Acrylic, Gold, Stone Work, Embossing",https://www.skillshare.com/en/classes/Tanjore-Thanjavur-painting-Indian-Traditional-Illustration-Acrylic-Gold-Stone-Work-Embossing/144699117,2h 31m,Nabojit Kar,225 students
"How to Pitch & Get Brand Deals, Correctly. Without a Social Following",https://www.skillshare.com/en/classes/How-to-Pitch-Get-Brand-Deals-Correctly-Without-a-Social-Following/481773695,31m,Ben Knights,390 students
"YouTube Success: Growing Your Channel, Working With Brands & Getting Paid to Travel",https://www.skillshare.com/en/classes/YouTube-Success-Growing-Your-Channel-Working-With-Brands-Getting-Paid-to-Travel/338903138,1h 51m,Kristen & Nadine,523 students
Your Neat Space: A Room-by-Room Guide to Clean & Tidy,https://www.skillshare.com/en/classes/Your-Neat-Space-A-Room-by-Room-Guide-to-Clean-Tidy/537117499,44m,Caroline Solomon,596 students
Adobe Illustrator: Design with Gradients,https://www.skillshare.com/en/classes/Adobe-Illustrator-Design-with-Gradients/1838495773,1h 35m,Hayden Aube,636 students
Wildflowers in Watercolor and Ink: Introduction to Botanical Sketching,https://www.skillshare.com/en/classes/Wildflowers-in-Watercolor-and-Ink-Introduction-to-Botanical-Sketching/1408155066,2h 58m,Julia Bausenhardt,435 students
Painting Garden Landscape with Watercolor,https://www.skillshare.com/en/classes/Painting-Garden-Landscape-with-Watercolor/202285713,41m,Farah Bidin,498 students
Floristry 101 - How to Make a Boutonniere - Class No. 6,https://www.skillshare.com/en/classes/Floristry-101-How-to-Make-a-Boutonniere-Class-No-6/341701341,25m,Deb Jasinski,293 students
Improving Your Brush Confidence & Agility,https://www.skillshare.com/en/classes/Improving-Your-Brush-Confidence-Agility/467920468,1h 48m,Jill Poyerd,388 students
Level Up in Piano: Create Your Own Musical Arrangements,https://www.skillshare.com/en/classes/Level-Up-in-Piano-Create-Your-Own-Musical-Arrangements/1947235761,1h 4m,Elijah Fox-Peck,514 students
Creating A Simple and Easy 3D Character With Blender,https://www.skillshare.com/en/classes/Creating-A-Simple-and-Easy-3D-Character-With-Blender/80061581,1h 21m,Nodiken 3D,569 students
DIY Fabric Flowers - Upcycle Your Fabric Leftovers Into a Beautiful Flower,https://www.skillshare.com/en/classes/DIY-Fabric-Flowers-Upcycle-Your-Fabric-Leftovers-Into-a-Beautiful-Flower/358935265,25m,Anne Wolf,533 students
"Learn to Block Print: Create Your Design, Carve Your Block, Make Your Print",https://www.skillshare.com/en/classes/Learn-to-Block-Print-Create-Your-Design-Carve-Your-Block-Make-Your-Print/2081558102,49m,Anne Butera,503 students
Environment Creation for Film,https://www.skillshare.com/en/classes/Environment-Creation-for-Film/238253549,23h 39m,Nexttut,986 students
Watercolor for Breakfast: A 7-Day Editorial Food Illustration Daily Practice,https://www.skillshare.com/en/classes/Watercolor-for-Breakfast-A-7-Day-Editorial-Food-Illustration-Daily-Practice/1955284591,1h 25m,Jessie Kanelos Weiner,390 students
How to draw in the SIMPSONS style,https://www.skillshare.com/en/classes/How-to-draw-in-the-SIMPSONS-style/823985909,1h 36m,Damien Barban,361 students
Beginners Guide to Crosshatching Drawing Techniques,https://www.skillshare.com/en/classes/Beginners-Guide-to-Crosshatching-Drawing-Techniques/1490032481,1h 13m,Ankit Jasmatiya,514 students
Assertiveness: 17 Steps to “Rock Star” Confidence,https://www.skillshare.com/en/classes/Assertiveness-17-Steps-to-%E2%80%9CRock-Star%E2%80%9D-Confidence/1663523256,1h 31m,Jason Teteak,428 students
Iphone Photography Masterclass 2019,https://www.skillshare.com/en/classes/Iphone-Photography-Masterclass-2019/1097643093,5h 3m,Angel David Weatherston,"2,170 students"
Capture One Course: Road to Mastery,https://www.skillshare.com/en/classes/Capture-One-Course-Road-to-Mastery/902006331,2h 2m,Kad Cadau,475 students
Creative Half tone Effects in Adobe Illustrator - A Graphic Design for Lunch™ Class,https://www.skillshare.com/en/classes/Creative-Half-tone-Effects-in-Adobe-Illustrator-A-Graphic-Design-for-Lunch%E2%84%A2-Class/711318391,44m,Helen Bradley,491 students
"A Week of Sketchbook Illustration: Break Free from Style in Gouache, Graphite, and More!",https://www.skillshare.com/en/classes/A-Week-of-Sketchbook-Illustration-Break-Free-from-Style-in-Gouache-Graphite-and-More/2092497593,1h 16m,Madison Moore,461 students
Expressive Human Figures in Watercolor: Paint with Splash and Splatters,https://www.skillshare.com/en/classes/Expressive-Human-Figures-in-Watercolor-Paint-with-Splash-and-Splatters/346409432,40m,Bianca Rayala,480 students
Advanced Google Analytics course,https://www.skillshare.com/en/classes/Advanced-Google-Analytics-course/634642518,3h 48m,Pavel Brecik,544 students
Grey Crowned Crane Watercolour - Using Shadows to Enhance the Subject,https://www.skillshare.com/en/classes/Grey-Crowned-Crane-Watercolour-Using-Shadows-to-Enhance-the-Subject/1141899732,1h 2m,Nadine Dudek,184 students
Create A Quirky Characters “Mixed Media” Collage with Procreate,https://www.skillshare.com/en/classes/Create-A-Quirky-Characters-%E2%80%9CMixed-Media%E2%80%9D-Collage-with-Procreate/268529180,53m,Debbie Merhege,290 students
How to Draw Mini Mindful Mandalas - A Beginners Guide to Wellness Through Daily Sketching,https://www.skillshare.com/en/classes/How-to-Draw-Mini-Mindful-Mandalas-A-Beginners-Guide-to-Wellness-Through-Daily-Sketching/2133708753,2h 20m,Susan Yeates,364 students
Ibis Paint X 101: Ibis Paint tutorial for beginners,https://www.skillshare.com/en/classes/Ibis-Paint-X-101-Ibis-Paint-tutorial-for-beginners/262233274,43m,Minh Ngoc Nguyen,"1,159 students"
Floristry 101 - How to Use a Floral Knife (class no. 4),https://www.skillshare.com/en/classes/Floristry-101-How-to-Use-a-Floral-Knife-class-no-4/325349633,23m,Deb Jasinski,391 students
Learn Guitar: The Expanded Beginners Guide,https://www.skillshare.com/en/classes/Learn-Guitar-The-Expanded-Beginners-Guide/1250641155,4h 12m,Marc Barnacle,470 students
Lettering y Degradado (Blending) LETTERING EN ESPAÑOL,https://www.skillshare.com/en/classes/Lettering-y-Degradado-Blending-LETTERING-EN-ESPA%C3%91OL/509506297,54m,Soy Letrista,245 students
Creative Writing: How to Write a Science-Fiction Novel,https://www.skillshare.com/en/classes/Creative-Writing-How-to-Write-a-Science-Fiction-Novel/1882496469,49m,Matthew Dewey,359 students
How To VLOG - Tips For Beginner's From A Daily Vlogger,https://www.skillshare.com/en/classes/How-To-VLOG-Tips-For-Beginners-From-A-Daily-Vlogger/643772368,1h 54m,Kit Zakimi,325 students
Draw Celtic Knots: A Simple Technique for Complex Designs,https://www.skillshare.com/en/classes/Draw-Celtic-Knots-A-Simple-Technique-for-Complex-Designs/835758646,23m,Jen Heathcote,367 students
Video Games Course - Animating A Run Cycle,https://www.skillshare.com/en/classes/Video-Games-Course-Animating-A-Run-Cycle/1173480470,1h 54m,Opi Chaggar,127 students
"How to Mind Map: 7 Easy Steps to Master Mind Mapping, Brainstorming, Note-taking & Creative Thinking",https://www.skillshare.com/en/classes/How-to-Mind-Map-7-Easy-Steps-to-Master-Mind-Mapping-Brainstorming-Note-taking-Creative-Thinking/1137734333,1h 34m,Troye Bates,775 students
German Language Course for Beginners - Complete Level A1,https://www.skillshare.com/en/classes/German-Language-Course-for-Beginners-Complete-Level-A1/873263712,13h 9m,Stefanie Weiß,717 students
Sketchbook Playlist: Draw A Jar of Pickles in Mixed Media,https://www.skillshare.com/en/classes/Sketchbook-Playlist-Draw-A-Jar-of-Pickles-in-Mixed-Media/1600963743,42m,Esther Nariyoshi,485 students
Finger (Paper) Quilling 101,https://www.skillshare.com/en/classes/Finger-Paper-Quilling-101/271674706,59m,Ashley Chiang,412 students
Doll Customizing: Re-rooting Doll Hair With Yarn!,https://www.skillshare.com/en/classes/Doll-Customizing-Re-rooting-Doll-Hair-With-Yarn/159744555,33m,Keriann Carney,335 students
From Sketch to Finish in Photoshop: 6 Steps To Better Environment Painting,https://www.skillshare.com/en/classes/From-Sketch-to-Finish-in-Photoshop-6-Steps-To-Better-Environment-Painting/1317840148,1h 35m,Patrick Horan,551 students
How to Get Backlinks (without Being Annoying),https://www.skillshare.com/en/classes/How-to-Get-Backlinks-without-Being-Annoying/1754211620,45m,Maddy Osman,591 students
Dreamy portrait in Procreate: fun technique with free watercolor brushes,https://www.skillshare.com/en/classes/Dreamy-portrait-in-Procreate-fun-technique-with-free-watercolor-brushes/1926595608,34m,S Sukilopi,193 students
The Art of Palming: Learn Sleight of Hand Card Magic,https://www.skillshare.com/en/classes/The-Art-of-Palming-Learn-Sleight-of-Hand-Card-Magic/1528396709,1h 1m,Elisav Bizau,245 students
Digital painting with Krita 5 intermediate level,https://www.skillshare.com/en/classes/Digital-painting-with-Krita-5-intermediate-level/1313159353,6h 49m,Widhi Muttaqien,169 students
Vector Character Design For Beginners,https://www.skillshare.com/en/classes/Vector-Character-Design-For-Beginners/1388732230,52m,Jeremy Mura,"1,005 students"
Maya for Beginners: Dynamic FX,https://www.skillshare.com/en/classes/Maya-for-Beginners-Dynamic-FX/1331262166,4h 36m,Lucas Ridley,819 students
Microsoft PowerPoint Presentation Design - Create Outstanding Slides,https://www.skillshare.com/en/classes/Microsoft-PowerPoint-Presentation-Design-Create-Outstanding-Slides/1866724003,1h 27m,Andrew Pach ⭐,553 students
Starting 3D drawing and designing using Solidworks software,https://www.skillshare.com/en/classes/Starting-3D-drawing-and-designing-using-Solidworks-software/1912435807,1h 43m,The Tech Guy,89 students
Pattern of Lines and Dots in Adobe Illustrator - A Graphic Design for Lunch™ Class,https://www.skillshare.com/en/classes/Pattern-of-Lines-and-Dots-in-Adobe-Illustrator-A-Graphic-Design-for-Lunch%E2%84%A2-Class/540218089,22m,Helen Bradley,408 students
Digital Landscape Painting,https://www.skillshare.com/en/classes/Digital-Landscape-Painting/2002409812,2h 10m,Taylor Payton,"1,252 students"
Mesmerizing Metallics: Modern Gold Leafing Techniques with Acrylic Paint,https://www.skillshare.com/en/classes/Mesmerizing-Metallics-Modern-Gold-Leafing-Techniques-with-Acrylic-Paint/1614256260,2h 12m,Jessi Raulet / EttaVee,254 students
