,title,level,language,crediteligibility,link
9807,Write Better Emails: Tactics for Smarter Team Communication,All Levels,Spanish,Yes,https://www.skillshare.com/en/classes/Explore-Mixed-Media-Art-Sketchbooking-2/47107361
1890,"Build Reports with JasperReports, Java and Spring Boot",Beginner,German,No,https://www.skillshare.com/en/classes/Painting-Whimsical-Flowers-with-Watercolor-Inks/2120040994
14750,MBA Accounting and Finance for Managers(Paper MS04 of IGNOU),Expert,French,Yes,https://www.skillshare.com/en/classes/Google-Docs-2023-For-Beginners-Learn-Everything-You-Need-To-Know/1714859773
5203,Microservices with Python : Build scalable Systems,Beginner,French,Yes,https://www.skillshare.com/en/classes/Piano-Embellishments-Fills-Runs-Scales/1206494297
25078,Hollywood Film School: Filmmaking & TV Directing Masterclass,Intermediate,French,Yes,https://www.skillshare.com/en/classes/4-Time-Tested-Ways-To-Make-Pottery-Without-Potters-Wheel/1729074087
5966,R Crash Course - Learn R-programming in 2 hours: R & RStudio,Beginner,Chinese,No,https://www.skillshare.com/en/classes/Fun-with-Scripts-in-Adobe-Illustrator-A-Graphic-Design-for-Lunch%E2%84%A2-Class/161018052
21660,"MS Office Course Bundle- Word , Powerpoint , Excel & Outlook",All Levels,English,No,https://www.skillshare.com/en/classes/Simple-Watercolor-series-10-mins-Bird-Minimalist-style/1709475340
12256,Becoming a Zoho CRM Admin,Beginner,Chinese,No,https://www.skillshare.com/en/classes/Creating-Minimalist-Portraits-in-Procreate/631862004
7583,Deep Dive into Functional JavaScript,Intermediate,Spanish,No,https://www.skillshare.com/en/classes/Create-3D-Text-and-Objects-in-Adobe-Illustrator/172512518
24662,The Ultimate Guide to Funnel Optimization,All Levels,Spanish,No,https://www.skillshare.com/en/classes/Basic-doodling-How-to-Draw-a-Botanical-Wreath/965506625
1688,Lumen Microservices: Create Services and APIs with Lumen,All Levels,German,Yes,https://www.skillshare.com/en/classes/Making-your-own-Scented-Soy-Wax-Melts-at-home/996348384
15999,Build a DCF Valuation Model - Financial Modeling,Intermediate,French,Yes,https://www.skillshare.com/en/classes/Microsoft-Word-Learn-Word-Basics/454329036
14100,Cost Accounting - A Comprehensive Study for CA/CMA/CS /ACCA/,All Levels,German,Yes,https://www.skillshare.com/en/classes/DIY-Creative-Experiments-The-Art-of-Culture-Jamming/957341357
15685,Learn IFRS 16 - Leases,Expert,Spanish,Yes,https://www.skillshare.com/en/classes/Turn-YOU-into-a-COMIC-Character/1497231178
4614,Dart Masterclass Programming Course: iOS/Android Bible,All Levels,French,No,https://www.skillshare.com/en/classes/Dynamic-Posing-for-3D-Animation-in-Autodesk-Maya/1093836512
24091,Introduction to Fixed-Wing Drone Design,All Levels,Spanish,Yes,https://www.skillshare.com/en/classes/Fix-Your-Space-for-Deeper-Creative-Work/2061358376
20136,SAP EDI Training - Practical Guide to SAP EDI Implementation,Intermediate,Chinese,No,https://www.skillshare.com/en/classes/Digital-Printmaking-in-Procreate/1871921084
7149,Laravel 2023 course - multi-user roles/level & admin section,Beginner,English,Yes,https://www.skillshare.com/en/classes/Eastern-Philosophy-From-Confucius-to-Yogananda/462000720
23038,Journaling Mastery: Become Your Best Self,Expert,English,Yes,https://www.skillshare.com/en/classes/Marketing-Automation-Email-Marketing-for-Beginners/2046516491
21915,Complete Gmail Productivity Course -  More Productive Email,Expert,English,No,https://www.skillshare.com/en/classes/Mastering-Regular-Expressions-in-JavaScript/694461778
23353,Develop the Mental Strength of a Warrior For Success in Life,Beginner,Chinese,Yes,https://www.skillshare.com/en/classes/Creating-Interactive-Prototypes-with-Figma/918531941
4822,Encryption and Cryptography for Professionals,Intermediate,English,Yes,https://www.skillshare.com/en/classes/Six-Easy-and-Unique-Watercolour-Landscapes-6-class-projects/1631542367
21839,Learn Scrivener Fast,Intermediate,German,No,https://www.skillshare.com/en/classes/Editing-YouTube-Videos-How-to-Create-Engaging-Quality-YouTube-Videos-for-a-Successful-Channel/2068519490
9931,Digital Transformation 2023 - Masterclass,Intermediate,French,No,https://www.skillshare.com/en/classes/Freelance-How-to-Navigate-Working-on-Client-Projects/590642828
454,Webpack 5 in 2023: The Complete Guide For Beginners,Intermediate,Spanish,No,https://www.skillshare.com/en/classes/The-Authentic-Portraiture-Toolkit-for-Photographers-Capture-the-Real-Person/2020227864
23907,Catia V5 Electrical Harness Design - Automotive & Industrial,Intermediate,Chinese,No,https://www.skillshare.com/en/classes/Elementor-Class-for-Beginners-Build-a-Fully-Working-Roofing-Company-Website-from-Scratch/419679966
6958,Certification Angular 4 Guide,All Levels,Chinese,No,https://www.skillshare.com/en/classes/Fashion-Illustration-How-to-Draw-A-Face/708701476
164,iOS 10 & Swift 3: From Beginner to Paid Professional™,All Levels,German,Yes,https://www.skillshare.com/en/classes/Watercolor-Painting-for-the-Terrified-Beginner/1950452099
6740,VueJS V1 Introduction to VueJS JavaScript Framework,Beginner,Spanish,Yes,https://www.skillshare.com/en/classes/Seamless-Repeat-Patterns-in-Procreate-basic-Half-Drop-and-Diamond-Repeats-Grids-Pattern-Brushes/339980402
182,"Beginner Full Stack Web Development: HTML, CSS, React & Node",Beginner,German,No,https://www.skillshare.com/en/classes/Drawing-Floral-1-Pen-and-Brush-on-Watercolor-Background/83395235
11946,Sales Skills Training: Give a Winning Sales Presentation,Expert,German,No,https://www.skillshare.com/en/classes/Django-101-Django-for-absolute-beginners/1618815870
11838,Lean Enterprise: Corporate Innovation Certification,Expert,Chinese,Yes,https://www.skillshare.com/en/classes/Design-Animate-Digital-Ads-Like-an-Agency-HTML5-Paid-Social-GIFs/359705719
3183,C Language + Algorithms + Data Structures = Power,Expert,German,No,https://www.skillshare.com/en/classes/Drawing-Basics-Making-art-from-Simple-Patterns/2037897620
25501,"Get to Know Your Food: Claims, Labels & Ingredients",Intermediate,German,No,https://www.skillshare.com/en/classes/Custom-Organic-Patterns-in-Adobe-Illustrator-A-Graphic-Design-for-Lunch%E2%84%A2-Class/875637430
8291,Web Development with BootStrap - 16 Instant Themes Included!,Intermediate,French,No,https://www.skillshare.com/en/classes/Food-Illustration-Combine-lettering-and-illustration-with-your-favorite-sweet-recipe/336939120
10296,Business Analysis: Developing Irresistible Business Cases,Intermediate,French,No,https://www.skillshare.com/en/classes/Let-Loose-Paint-Expressive-Birds-in-Gouache/1876325662
11961,CBAP - IIBA Certified Business Analysis Professional Course,All Levels,English,Yes,https://www.skillshare.com/en/classes/Typography-Pattern-Design-From-Sketch-to-Portfolio-Ready-Piece/1312149999
3742,Express.js Node.js & MongoDB,Expert,French,No,https://www.skillshare.com/en/classes/Mastering-Planning-Vol-2-Weekly-Planning/1643364997
6356,Simple and Advanced Topics of Animating 2D Characters,Expert,Chinese,Yes,https://www.skillshare.com/en/classes/Gouache-Kick-starter-Painting-Meadows-5-Beginner-Friendly-Projects/336894504
13609,Candlestick Patterns to Master Forex Trading Price Action,Expert,French,No,https://www.skillshare.com/en/classes/How-to-Sketch-People-Quickly-and-Simply/757606272
15308,Practical guide to entry level Accountants,Beginner,Chinese,Yes,https://www.skillshare.com/en/classes/Last-Minute-Holiday-Cards-With-Gouache/1323425351
4787,JavaScript For Absolute Beginners,Expert,Spanish,No,https://www.skillshare.com/en/classes/How-to-Lay-Out-a-Comic-Page/2090637563
7087,Learn Socket to Create Multiplayer Games with Unity,Intermediate,Chinese,No,https://www.skillshare.com/en/classes/macOS-produktiv-nutzen-Vom-Beginner-zum-Profi/1598720633
254,POSTMAN API Testing - Step by Step for Beginners,Intermediate,German,No,https://www.skillshare.com/en/classes/Mobile-Photo-Editing-for-Beginners-Bring-Your-Pictures-To-Life-With-Snapseed/1441110019
19179,Learn To Create AI Assistant (JARVIS) With Python,Beginner,Spanish,No,https://www.skillshare.com/en/classes/Sell-Your-Art-A-Step-By-Step-Guide-To-Selling-Art-Prints/510602309
4474,Mastering Apache Airflow! Deploy to Kubernetes in AWS,Expert,Chinese,Yes,https://www.skillshare.com/en/classes/How-to-Publish-a-Coloring-Book-Using-Canva/2009222099
16047,"Trade X Master Class (Day trading,Bitcoin,Scalping,crypto)",All Levels,English,No,https://www.skillshare.com/en/classes/Jewelry-Design-Course-Sketching-and-designing-jewelries-Part-13/1434548932
14664,How to Become a Tax Preparer and Earn Big Part-Time,Expert,German,Yes,https://www.skillshare.com/en/classes/How-to-Caricature-and-maintain-LIKELINESS-Easily/1590984588
16124,Accounting for Beginners : Learn Basics in under 1 Hour,Beginner,English,Yes,https://www.skillshare.com/en/classes/Retro-Futuristic-Illustration-Creating-80s-Airbrush-Graphics-with-Affinity-Designer/146671055
24509,Marketing Psychology and Consumer Behavior,Expert,Spanish,No,https://www.skillshare.com/en/classes/Mixed-Media-Masterclass/1773835309
8766,Perl Fundamentals,Beginner,French,No,https://www.skillshare.com/en/classes/How-To-Draw-Traditional-Tattoo-Designs/1507745321
933,"Data Manipulation in Python: Master Python, Numpy & Pandas",Beginner,English,No,https://www.skillshare.com/en/classes/Vibrant-Abstract-Artwork-How-to-Develop-an-Acrylic-Painting/1754734866
16055,How to Build a Business Plan with Monte Carlo Analysis,Intermediate,English,Yes,https://www.skillshare.com/en/classes/Mastering-Spanish-from-Beginner-to-Advanced-Beginner-Level-1/204178671
11099,Successfully leading through change and uncertainty,Expert,German,No,https://www.skillshare.com/en/classes/Comic-Book-Character-Design-The-Making-of-E-Learn-to-Draw-Ink-and-Color-Comic-Book-Characters/1527944608
22018,Microsoft Excel: Data Reporting and Dashboards From Scratch!,Intermediate,Chinese,No,https://www.skillshare.com/en/classes/Autumn-Landscape-in-Watercolor-Paint-Step-by-Step-Exploring-Essential-Color-Texture-Techniques/166833322
20178,Learn PCB Design By Designing an Arduino Nano in Altium,All Levels,Chinese,No,https://www.skillshare.com/en/classes/Urban-Sketching-with-Mixed-Media-Watercolor/105810998
12179,Investing in Real Estate Tax Lien Certificates: Case Study,Beginner,Spanish,Yes,https://www.skillshare.com/en/classes/How-to-Setup-a-Home-Music-Studio/1550176851
17962,How to use Technical Analysis to Select Stocks & Make Money,Intermediate,Spanish,Yes,https://www.skillshare.com/en/classes/Gelatin-Printmaking-Making-Decorative-Papers/1415562437
23238,The Complete Self-Discipline Course - Control Your Own Life,Expert,French,Yes,https://www.skillshare.com/en/classes/Superstyle-Squarespace-Sites-with-6-Simple-CSS-Snippets/28793840
5642,Practical MEAN stack Mastery course,Expert,English,No,https://www.skillshare.com/en/classes/Wix-Make-a-Quick-and-Easy-Professional-Website-for-Free/1581589911
16914,"Basic Taxation Calculations for Sales Tax, GST & VAT",Beginner,English,No,https://www.skillshare.com/en/classes/How-to-Achieve-More-Peace-in-Your-Life-with-7-Easy-Changes/159773470
14513,Advanced Options Trading in plain English,Expert,English,Yes,https://www.skillshare.com/en/classes/Google-Sheets-Blue-Belt-Intermediate/330736091
8262,Python for Absolute Beginners : Learn With Simple Examples,Expert,Spanish,Yes,https://www.skillshare.com/en/classes/2022-Calendar-from-Scratch-in-Adobe-Illustrator-A-Graphic-Design-for-Lunch%E2%84%A2-Class/1248197845
1037,SQL Server Performance Tuning Part 2,Beginner,Chinese,No,https://www.skillshare.com/en/classes/Futuristic-Imaging-Transforming-Your-Pictures-Into-Abstract-Art/32073160
24957,Energy Healing with Colour and Art Certificate Course,Expert,French,Yes,https://www.skillshare.com/en/classes/Modern-JavaScript-For-Beginners-Part-2/1899957091
4848,Building Web Apps Using Flask and Neo4j,Intermediate,English,No,https://www.skillshare.com/en/classes/The-Simplest-Way-to-Create-a-Complex-Repeat-Pattern-in-Photoshop/2022940299
5996,Make 10 Android/iOS Mobile Applications in Python,All Levels,German,No,https://www.skillshare.com/en/classes/Easy-Outline-Animation-Effect-in-Adobe-After-Effects-using-Trim-Paths/1494526373
11507,Certified Associate in Project Management (CAPM),All Levels,German,No,https://www.skillshare.com/en/classes/Watercolor-Marathon-Month-2-Summer-Beaches/164030294
3357,Unity 3D location based game development with Mapbox,Beginner,English,Yes,https://www.skillshare.com/en/classes/Using-MySQL-Databases-With-Python/206481791
4415,Java Programming | Absolute Beginners,Beginner,English,Yes,https://www.skillshare.com/en/classes/DIY-Crowd-Funding-for-Indie-Projects/1058254204
13526,Fast Track Entrepreneur: Build an Online Business in 4 Weeks,Beginner,English,No,https://www.skillshare.com/en/classes/Curso-Completo-de-SEO-y-Posicionamiento-en-Google/91182651
3179,Java Interview Questions Boot Camp - 1000+ Q& A Master Class,Expert,German,Yes,https://www.skillshare.com/en/classes/Loose-Watercolor-Cacti-Succulents/646494945
10215,Become a Mortgage Loan Processor,Expert,German,Yes,https://www.skillshare.com/en/classes/Easy-2D-Animation-in-the-Advanced-Open-Source-Software-OpenToonz/1634665870
952,ChatGPT for Programmers: Build Python Apps in Seconds,Expert,Spanish,Yes,https://www.skillshare.com/en/classes/Secret-Formula-Repeat-Plaids-and-Twills-Create-a-Tactile-Textile-Look-the-Fastest-Technique-Ever/1091166607
16858,Investing Masterclass for Beginners | A Step-By-Step Guide,Beginner,German,Yes,https://www.skillshare.com/en/classes/Expressive-Little-Animals-Watercolor-Painting-in-Technicolor-Black-White/1487482362
3347,Java 8 - Beyond the Basics,Intermediate,German,Yes,https://www.skillshare.com/en/classes/Watercolor-Ink-Minimalist-Abstracts/1565313755
7920,"Modern Frontend Web Development: Angular, Javascript JS",Intermediate,Chinese,No,https://www.skillshare.com/en/classes/Ballpoint-Pen-Drawing-Scribbling/387440501
5000,"JavaScript & Node.js course for Testers, QA and SDETs - 2023",Expert,German,Yes,https://www.skillshare.com/en/classes/Happiness-Secrets-14-Life-Changing-Lessons/2110354890
14748,Accounting Journal Entries - Guide and Practice test - V2.0,All Levels,Chinese,No,https://www.skillshare.com/en/classes/Build-Your-Digital-Marketing-Agency-Social-Media-Marketing-Business-Set-Up/647696723
24092,Responsive UX/UI Design in Figma 2h deep dive JULY 23 UPDATE,Intermediate,English,Yes,https://www.skillshare.com/en/classes/Going-Further-With-Apple-Motion-5/1398904567
16366,Accounting Basics - learn through English and Tamil,Beginner,Chinese,No,https://www.skillshare.com/en/classes/Design-Your-Own-Custom-Enamel-Mugs/1823837212
23130,Resolving Conflicts and Improving Relationships,Beginner,Chinese,No,https://www.skillshare.com/en/classes/Art-Journaling-for-Beginners-1-The-shape-of-things-to-come/1563730068
14956,Option Trading Masterclass -Nifty 50 and Bank Nifty( Hindi ),Expert,French,Yes,https://www.skillshare.com/en/classes/Discover-Your-Style-Easy-Exercises-in-Procreate-to-Find-Your-Artistic-Voice/1659995395
15628,Bitcoin Mastery 2024 | How to Profit from this Bear Market,Expert,English,Yes,https://www.skillshare.com/en/classes/Create-Amazing-Whiteboard-Animation-Video-Using-Sparkol-VideoScribe/1688268646
24314,Digital Marketing: How to Generate Sales Leads,All Levels,Chinese,No,https://www.skillshare.com/en/classes/Watercolor-landscapes-inspired-by-the-four-seasons/1794903878
24699,Modern Vlogging Guide - Make Money From Vlogging,Expert,Spanish,Yes,https://www.skillshare.com/en/classes/Text-Animation-for-Beginners-Adobe-After-Effects-Templates-Videohive-Envato-Elements/1440990671
23175,Speed Reading Simplified,Expert,French,Yes,https://www.skillshare.com/en/classes/UE4-Beginners-Making-a-2D-Platformer-With-Unreal-Engine-4/1172768667
10597,Strategic Workforce Planning: A Fundamental Beginner's Guide,Beginner,German,Yes,https://www.skillshare.com/en/classes/Final-Cut-Pro-X-Beginner-To-Advanced-FCP-MASTERY-2022/880832662
8685,Practical SpringBoot Microservices Implementation Mastery,Expert,German,Yes,https://www.skillshare.com/en/classes/Watercolor-Moons-and-the-Wet-on-Wet-Technique/1964540265
